soilMoisture,temperature,soilHumidity,time,airTemperature,windSpeed,airHumidity,windGust,pressure,ph,rainfall,nitrogen,phosphorus,potassium,status
8,27,53,41,23.06,4.66,16.48,25.13,101.26,5.9565851,69.66289997,17,56,17,ON
28,29,47,102,23.11,6.14,16.28,28.24,101.26,9.416003106,61.86633917,28,57,17,OFF
19,33,31,22,23,5.27,16.45,25.03,101.26,8.18422855,64.58559639,22,36,16,ON
70,28,24,43,22.89,4.4,16.63,21.82,101.26,5.131779302,44.13827124,11,41,19,ON
31,12,32,60,22.64,3.53,16.92,19.42,101.26,6.294130313,35.73403813,38,38,18,ON
83,22,61,2,22.39,2.66,17.22,17.02,101.27,7.991902443,33.95825723,23,37,24,OFF
6,41,56,103,22.36,3.54,17.12,22.3,101.27,8.923095695,71.90018566,25,35,20,OFF
29,11,29,10,22.33,4.43,17.01,27.59,101.27,6.878498176,38.34303462,40,45,20,ON
72,24,46,19,22.3,4.28,16.97,18.29,101.28,5.243634849,59.18953429,23,58,19,OFF
14,27,60,87,22.27,4.14,16.92,8.99,101.28,7.550090941,36.91852635,2,56,23,ON
31,23,70,34,22.2,4.68,17.72,17.12,101.28,8.709291688,52.13580529,3,56,17,ON
7,17,57,99,22.12,5.22,18.52,25.26,101.28,7.792508068,55.21606732,26,51,25,OFF
34,11,25,103,22.08,5.56,19.08,24.17,101.28,8.055908858,40.82840673,39,42,20,OFF
39,9,57,93,22.03,5.9,19.64,23.08,101.28,4.397698806,36.01203025,27,59,20,OFF
88,15,52,78,21.72,5.26,21.18,23.3,101.28,5.952384957,34.7426459,24,45,19,OFF
12,44,42,88,21.41,4.61,22.71,23.53,101.28,8.532078733,53.78769958,7,40,17,ON
90,29,53,61,21.23,4.76,23.61,23.88,101.28,7.224193642,46.0203959,15,45,23,ON
26,22,35,1,21.05,4.91,24.51,24.24,101.28,4.931890506,52.92929636,26,52,23,ON
11,27,25,5,21.11,5.34,24.38,18.75,101.28,4.626212446,45.43669946,20,45,16,ON
74,17,23,39,21.17,5.78,24.25,13.26,101.28,5.026003659,68.80141783,34,54,24,OFF
71,15,23,104,21.13,5.68,23.97,19.18,101.28,3.5253661,43.87801983,19,51,25,OFF
43,43,32,73,21.1,5.57,23.7,25.09,101.28,8.86979671,64.56807592,29,41,21,ON
84,32,34,20,21.06,5.46,23.42,31.01,101.27,9.406887533,38.31597852,20,50,22,OFF
44,19,31,88,21.02,5.36,23.14,36.92,101.27,5.80428611,50.1978269,11,40,23,OFF
42,24,20,75,20.85,5.29,23.42,35.01,101.27,8.35495812,44.86052932,15,54,15,ON
20,37,57,46,20.67,5.22,23.69,33.1,101.26,8.634929739,55.51932414,35,55,22,ON
36,17,22,98,20.5,5.15,23.96,31.18,101.26,7.699200949,35.37493212,9,59,25,OFF
26,2,32,14,20.33,5.08,24.24,29.27,101.26,5.261285926,30.92014047,40,45,18,ON
20,44,55,97,20.29,5.39,24.1,31.78,101.25,9.112771682,32.71129281,35,38,19,OFF
11,41,21,19,20.25,5.7,23.97,34.29,101.24,4.605700542,33.48919022,14,58,17,ON
49,19,47,104,20.19,5.59,23.94,32.86,101.24,7.115994051,47.95406479,40,55,18,OFF
49,16,25,10,20.13,5.49,23.91,31.43,101.24,7.214078621,35.03404425,18,36,23,ON
39,37,33,21,20.07,5.38,23.88,30,101.24,9.93509073,65.67591794,35,52,15,ON
83,32,22,56,19.9,5.49,24.06,30.79,101.24,8.914074888,42.44054315,4,59,22,ON
40,34,55,2,19.74,5.6,24.25,31.58,101.23,8.639586199,70.10472076,22,51,16,ON
2,25,22,13,19.66,5.41,24.32,29.12,101.24,8.621514073,63.9187654,33,47,17,ON
85,24,25,71,19.58,5.22,24.4,26.67,101.24,5.838508699,38.53254678,2,51,17,OFF
35,20,61,1,19.34,5.11,25.15,26.97,101.24,3.532008668,32.81296548,16,51,21,ON
36,32,60,61,19.1,4.99,25.9,27.27,101.23,7.18530147,54.73367631,19,55,20,ON
75,31,44,0,19.09,4.9,25.85,23.55,101.22,7.034214276,38.7976407,8,54,20,OFF
71,12,33,15,19.08,4.81,25.81,19.83,101.22,6.635968698,55.296354,36,55,20,OFF
81,28,37,48,19.01,5.31,25.6,24.73,101.21,6.828187499,36.35720652,10,56,16,ON
18,36,49,17,18.94,5.81,25.39,29.63,101.2,6.89077995,44.75215854,22,56,17,ON
21,25,46,89,18.96,6.35,24.76,33.56,101.2,7.165121109,42.99498978,9,57,24,ON
46,19,42,108,18.99,6.89,24.14,37.5,101.19,6.935804256,56.48265193,34,59,23,OFF
60,25,40,24,19.02,6.92,23.64,36.66,101.18,7.196774236,53.01899249,31,51,25,OFF
12,28,32,100,19.04,6.96,23.13,35.82,101.17,6.990095452,41.82490236,0,49,18,OFF
13,0,60,72,18.98,6.69,22.65,32.72,101.17,7.064782138,46.75690086,21,39,20,ON
82,11,20,47,18.93,6.42,22.17,29.63,101.17,7.156563094,59.87232071,28,35,22,OFF
27,41,59,50,18.99,7.08,21.66,34.82,101.16,6.364967184,44.64407105,17,52,17,ON
9,2,62,16,19.06,7.75,21.14,40,101.15,6.428054409,44.01206619,24,42,23,ON
62,7,68,75,19.07,8.25,20.74,43.08,101.15,6.664187809,45.91011391,28,46,16,ON
82,31,30,2,19.08,8.76,20.33,46.15,101.14,6.637677489,37.54602719,21,38,21,OFF
51,35,52,79,19.02,9.11,20.26,43.42,101.14,6.79385576,40.77872823,34,60,25,ON
61,0,53,79,18.95,9.46,20.18,40.68,101.13,6.852884643,42.83053902,19,53,22,OFF
89,12,34,19,18.78,8.87,20.86,41.03,101.12,7.121571293,51.52617423,31,58,15,OFF
56,5,39,4,18.61,8.28,21.54,41.38,101.12,6.883308033,49.11964582,19,35,24,OFF
13,37,28,1,18.52,8.2,21.96,41.2,101.12,6.421271178,57.65901369,24,53,17,ON
19,38,51,22,18.44,8.11,22.38,41.03,101.12,6.54450214,43.1386631,13,47,20,ON
90,22,27,13,18.35,8.02,22.81,40.86,101.12,6.452006451,48.54598575,31,53,16,OFF
60,41,20,103,18.26,7.94,23.23,40.68,101.12,6.489259136,56.76278363,28,45,23,OFF
39,7,56,78,18.38,8.78,22.28,48.91,101.12,6.713410626,37.31236904,31,37,21,OFF
72,15,43,86,18.49,9.61,21.32,57.14,101.11,6.510840928,56.51103293,33,60,15,ON
90,37,57,105,18.52,8.89,20.45,51.64,101.1,6.287380117,37.01110438,34,45,21,OFF
44,34,36,35,18.55,8.17,19.59,46.15,101.1,6.86308576,50.47333854,13,57,25,ON
73,19,42,21,18.54,8.12,19.21,46.6,101.1,6.78415271,57.79863368,33,57,17,OFF
71,27,69,53,18.52,8.07,18.83,47.06,101.1,6.769415888,44.56598352,32,57,22,ON
55,36,47,110,18.4,8.48,19.38,42.58,101.1,6.320768488,56.68833819,23,59,25,OFF
70,7,39,28,18.28,8.88,19.93,38.1,101.11,6.705008504,59.87065439,35,41,18,OFF
35,25,66,21,18.04,8.34,20.98,40.11,101.12,6.790736339,48.48319335,6,48,24,ON
25,33,45,6,17.8,7.8,22.04,42.11,101.12,7.130278657,48.56690235,29,36,25,ON
26,14,61,10,17.65,7.35,22.72,38.2,101.12,7.012740397,43.80041104,4,36,22,ON
53,36,24,33,17.5,6.9,23.41,34.29,101.11,7.155685016,36.94616965,10,59,22,ON
86,3,51,54,17.38,6.46,23.49,36.5,101.11,6.991242362,53.43228915,14,48,21,OFF
2,5,65,94,17.27,6.02,23.57,38.71,101.11,6.218923893,50.49913241,8,50,21,OFF
28,21,48,57,17.28,5.9,22.52,34.17,101.11,7.199495368,45.04467075,20,40,15,ON
15,37,53,81,17.29,5.79,21.48,29.63,101.11,6.389882166,58.37249772,36,43,22,ON
36,17,62,81,17.37,6.48,20.2,39.82,101.11,6.623438282,40.12044158,14,57,15,OFF
35,34,34,46,17.45,7.16,18.92,50,101.11,7.033012777,51.09802625,11,60,23,ON
54,22,59,12,17.56,7.51,18.41,51.66,101.11,6.32400451,58.86687093,10,59,15,ON
72,25,50,98,17.68,7.86,17.9,53.33,101.11,6.397636709,56.04995423,7,60,25,OFF
86,44,48,51,17.7,8.14,17.65,51.66,101.11,6.401455706,58.41394143,2,47,15,ON
34,14,37,40,17.71,8.42,17.4,50,101.11,6.904587016,54.96121262,20,45,22,ON
36,29,54,105,17.55,8.48,17.57,48.08,101.11,6.478557136,49.61865305,2,39,15,OFF
55,23,70,28,17.38,8.53,17.74,46.15,101.11,7.063022095,52.84626009,27,40,24,ON
42,7,34,58,17.29,8.62,17.83,46.77,101.12,6.981758362,55.03723979,35,48,15,ON
28,40,44,10,17.21,8.72,17.92,47.38,101.12,6.227134139,54.62243308,4,59,25,ON
44,37,46,65,17.12,8.81,18.01,48,101.13,6.232836962,59.03629954,1,48,24,ON
5,28,30,49,16.96,8.04,18.41,44.69,101.14,7.140437859,52.93031105,36,43,21,ON
42,9,56,61,16.81,7.27,18.81,41.38,101.14,6.459252023,56.52558045,11,46,24,OFF
81,15,22,26,16.89,7.72,18.82,41.56,101.14,6.568795404,53.15223123,34,47,19,OFF
4,33,53,97,16.96,8.18,18.84,41.74,101.15,7.12851089,50.46746116,21,44,18,OFF
63,28,21,50,17.04,8.63,18.86,41.93,101.16,6.42937879,39.23831035,17,58,20,ON
3,26,20,35,17.12,9.08,18.87,42.11,101.16,6.248900919,44.17580911,25,40,21,ON
88,41,64,95,17.03,8.34,19.08,42.88,101.17,6.619891498,45.48591922,2,38,18,OFF
10,40,53,72,16.94,7.59,19.28,43.64,101.18,6.377568542,56.09542002,9,48,20,ON
35,24,35,90,16.76,7.64,19.88,41.18,101.18,6.415459592,41.39081525,37,49,25,ON
19,23,36,55,16.59,7.68,20.48,38.71,101.19,6.320662012,57.99524359,36,38,15,ON
70,9,39,54,16.55,8,20.8,40.04,101.2,6.978400282,43.15411472,40,58,15,ON
34,37,38,83,16.51,8.32,21.12,41.38,101.2,6.442335593,50.91511275,30,44,16,ON
61,41,64,1,16.33,7.72,21.62,40.04,101.2,7.184398832,43.78420984,1,59,23,ON
40,38,58,37,16.14,7.11,22.11,38.71,101.21,6.402926221,49.50812624,9,48,22,ON
70,32,64,107,16,7.81,22.56,35.8,101.22,7.085982325,36.45012824,14,41,17,OFF
26,37,65,65,15.85,8.51,23.01,32.88,101.23,6.698574085,37.45680611,35,52,19,ON
31,24,48,85,15.77,7.04,23.2,35.19,101.24,6.594739424,53.79732545,31,48,17,ON
74,2,43,22,15.69,5.58,23.38,37.5,101.26,6.647965508,37.44800463,4,41,20,OFF
30,25,53,66,15.89,6.3,22.62,37.5,101.26,7.120032489,54.7960127,30,37,25,ON
47,2,33,64,16.09,7.02,21.85,37.5,101.27,6.91380932,40.53173216,9,35,20,ON
14,8,51,33,16.4,7.78,21.06,43.24,101.26,7.073048264,50.9246554,20,41,20,OFF
88,41,45,37,16.72,8.54,20.26,48.98,101.26,6.5304707,56.01913159,37,50,23,OFF
52,7,66,84,16.99,7.71,20.1,39.88,101.26,6.684381357,58.18713162,34,35,21,ON
66,2,58,76,17.26,6.88,19.94,30.77,101.26,6.581351374,48.9366954,14,37,15,OFF
44,23,60,35,17.7,7,19.34,31.6,101.27,6.86483915,42.02483277,23,39,22,ON
74,1,49,10,18.15,7.11,18.75,32.43,101.28,6.487124217,43.05130077,5,45,21,OFF
89,29,40,106,18.73,6.4,17.99,31.8,101.28,6.605733068,39.26137642,22,37,20,OFF
32,29,54,95,19.31,5.68,17.24,31.17,101.29,6.860602782,50.01534317,40,51,17,OFF
33,8,59,80,19.94,5.95,16.27,26.7,101.3,6.41874299,51.53848218,27,56,20,OFF
55,28,44,44,20.57,6.22,15.31,22.22,101.31,6.365513634,53.35486977,31,40,22,ON
5,35,30,8,21.18,6.58,14.57,27.19,101.32,6.556372966,36.12042927,38,36,21,ON
84,5,33,87,21.8,6.94,13.83,32.16,101.33,6.760694228,38.14476781,6,37,17,ON
30,27,34,103,22.41,7.3,13.09,37.14,101.34,6.715276663,40.16545979,6,47,18,OFF
81,12,48,16,23.02,7.66,12.35,42.11,101.35,6.666380512,50.66487502,24,44,17,OFF
66,37,50,9,23.67,9.46,11.86,43.28,101.36,6.626629798,43.95183726,25,59,19,ON
56,40,33,58,24.32,11.25,11.37,44.44,101.37,6.702772465,58.29933073,32,56,21,ON
89,44,68,56,24.96,11.07,10.36,46.71,101.37,7.011030515,43.25095608,8,45,18,ON
43,14,41,54,25.6,10.88,9.34,48.98,101.37,6.890156495,44.47427436,19,39,17,ON
52,45,26,20,26.06,10.28,8.85,48.98,101.38,6.821747052,59.84499208,39,37,15,ON
40,24,32,23,26.52,9.69,8.36,48.98,101.39,7.183189922,43.4826194,33,37,19,OFF
35,43,67,21,27.06,8.54,8.13,42.14,101.4,6.27258822,49.4897245,26,54,17,ON
65,14,28,65,27.59,7.4,7.9,35.29,101.4,6.679127482,48.30159325,21,51,15,OFF
30,37,30,98,28.14,8.4,6.9,36.39,101.41,6.689825155,41.013132,22,54,20,OFF
63,41,43,0,28.69,9.4,5.91,37.5,101.42,6.583381939,43.12063289,29,45,16,ON
58,25,68,18,29.15,9.31,5.4,41.82,101.43,6.725551062,44.30070517,4,40,21,ON
45,41,49,30,29.61,9.22,4.88,46.15,101.43,7.069747814,58.52974279,10,37,22,ON
19,28,55,30,29.88,11.43,4.65,55.5,101.43,6.921993878,43.25726752,4,44,19,ON
2,13,43,102,30.14,13.64,4.42,64.86,101.43,6.770955317,37.2464655,20,45,17,OFF
37,3,62,89,30.54,15.46,4,66.72,101.43,6.983130466,56.12443206,23,45,23,OFF
71,34,38,86,30.95,17.28,3.57,68.57,101.43,6.267684328,52.55469976,25,48,21,ON
30,19,55,52,31.38,17.39,3.64,65.86,101.44,7.454532137,71.89090748,56,79,15,OFF
55,19,70,110,31.8,17.5,3.7,63.16,101.45,7.040056094,67.15096376,25,62,21,OFF
6,21,49,25,31.78,17.3,3.57,62.76,101.45,7.418650668,70.23207557,42,61,22,ON
74,0,58,48,31.77,17.1,3.44,62.35,101.45,6.501869314,73.23573601,42,73,25,OFF
8,6,57,5,31.76,16.91,3.31,61.94,101.45,6.814410928,72.49507741,44,58,18,OFF
21,36,49,105,31.74,16.71,3.18,61.54,101.45,7.581442888,62.26242533,50,55,16,OFF
66,24,61,31,32.4,18,2.96,72.15,101.45,7.741418772,66.85510868,35,72,21,OFF
88,24,42,24,33.06,19.28,2.74,82.76,101.45,6.573531614,68.02199825,30,64,20,OFF
66,36,50,35,32.97,18.8,2.66,87.54,101.44,7.543804223,73.67166182,27,64,21,OFF
61,25,31,97,32.87,18.32,2.58,92.31,101.43,6.5408208,73.84949872,50,74,17,OFF
81,31,43,74,32.99,18.46,2.55,100.7,101.43,7.22405917,69.28607828,39,73,24,ON
53,4,42,3,33.11,18.6,2.53,109.09,101.43,7.551364319,64.55882254,57,67,25,OFF
57,36,27,17,33.34,21.9,2.51,106.72,101.44,6.928898659,67.53021213,52,63,19,ON
12,9,29,41,33.57,25.2,2.5,104.35,101.44,7.747775263,66.63830637,55,66,22,ON
84,38,48,100,34,23.73,2.54,98.33,101.43,6.706505915,70.86340755,51,56,18,OFF
68,7,49,4,34.44,22.26,2.59,92.31,101.42,6.668238556,67.1367443,36,66,15,OFF
1,8,63,17,34.4,23.68,2.24,100.7,101.4,7.332375138,68.97097538,59,55,19,OFF
65,29,67,67,34.37,25.11,1.9,109.09,101.39,7.596802025,69.75555541,50,58,23,ON
48,5,45,73,34.41,23.62,1.92,102.54,101.39,7.70650895,71.50569456,30,65,25,OFF
67,8,26,4,34.45,22.12,1.93,96,101.39,7.366542647,61.91208707,20,62,18,OFF
71,28,43,28,34.67,20.83,1.91,85.5,101.38,6.919243702,74.01229707,58,71,15,OFF
51,25,34,77,34.9,19.54,1.89,75,101.38,7.187721818,74.91559514,25,71,24,ON
30,35,51,103,34.7,20.18,1.82,85.5,101.36,7.075886472,71.78615328,52,71,16,OFF
2,22,46,37,34.49,20.82,1.75,96,101.35,6.74441168,63.02473185,40,63,18,ON
37,30,63,89,34.98,18.22,1.69,86.71,101.34,6.726469088,61.19250859,20,60,25,OFF
43,37,32,100,35.48,15.62,1.64,77.42,101.34,6.628264883,65.62859526,48,61,21,OFF
50,29,56,78,35.34,17.87,1.58,80.09,101.34,7.127064207,63.49726331,49,68,22,ON
17,3,46,87,35.21,20.12,1.52,82.76,101.33,7.538631462,65.81655892,48,62,15,ON
90,35,32,9,35.16,19.2,1.32,77.74,101.32,7.162357641,70.1415139,32,66,17,OFF
23,8,60,97,35.12,18.28,1.12,72.73,101.32,6.859409487,74.61649888,21,63,22,OFF
22,9,69,27,34.67,18.45,1.44,80.81,101.32,7.397190844,65.820457,20,72,19,ON
37,34,66,84,34.23,18.62,1.77,88.89,101.31,6.880245789,69.24464096,25,65,21,ON
37,2,56,11,33.94,17.87,1.86,84.44,101.3,6.581313137,70.88787207,41,78,21,ON
89,25,42,4,33.64,17.12,1.95,80,101.3,7.296972161,61.46892873,53,67,17,OFF
38,41,37,36,33.12,16.57,2.01,78.71,101.29,6.97297656,64.72797143,39,60,21,ON
88,21,29,29,32.59,16.02,2.07,77.42,101.28,7.241148507,62.3061735,25,76,17,OFF
12,28,37,62,32.66,15.63,2.25,81.56,101.27,6.92009048,69.85112265,21,78,19,ON
48,20,49,55,32.72,15.24,2.43,85.71,101.26,7.504608385,73.58663968,57,60,17,ON
87,0,44,64,33.04,16,2.04,87.3,101.25,7.152272256,66.37171179,56,75,15,OFF
80,11,22,20,33.36,16.75,1.66,88.89,101.24,7.137004749,74.86960831,49,72,15,OFF
62,29,68,31,33.53,17.95,1.4,94.44,101.24,6.808041722,65.66436565,24,80,19,OFF
46,22,42,80,33.71,19.15,1.14,100,101.24,7.393631868,60.4693835,49,76,18,ON
88,9,57,1,33.86,19.5,1.1,88.71,101.23,7.69950698,72.43169115,28,68,19,OFF
22,11,38,37,34,19.85,1.05,77.42,101.22,6.602888249,63.57445989,55,78,21,ON
19,27,63,96,33.9,18.64,1.04,81.56,101.21,6.734447425,70.25496749,50,64,25,OFF
33,20,39,77,33.8,17.43,1.04,85.71,101.2,6.521217963,71.48327008,34,80,19,ON
68,40,60,77,33.67,15.26,1.16,81.56,101.19,7.707332484,63.1830529,20,68,23,ON
49,44,50,43,33.54,13.1,1.27,77.42,101.18,6.596719015,70.27184748,55,67,16,ON
6,38,25,70,33.68,14.14,1.48,73,101.17,7.403623355,60.41790253,23,70,15,ON
10,23,63,18,33.82,15.17,1.68,68.57,101.16,7.517097,72.17818157,53,74,15,ON
8,1,26,66,33.63,15.76,1.68,75.66,101.16,7.17620823,67.83345933,26,67,16,ON
20,44,24,29,33.44,16.36,1.69,82.76,101.16,6.593961761,70.0866434,33,80,22,ON
39,31,20,49,33.38,14.92,1.66,78.88,101.16,7.143942758,69.40878198,37,79,19,ON
28,41,55,6,33.31,13.47,1.63,75,101.15,6.690655045,62.30278274,33,75,21,ON
58,17,61,33,33.3,13.26,1.38,59.32,101.15,7.423530351,61.16350463,22,55,20,ON
47,1,36,94,33.29,13.04,1.14,43.64,101.14,6.578714843,71.72980375,20,68,17,OFF
90,17,31,53,33.02,13.31,1.32,51.82,101.13,7.497469256,69.43895491,43,68,20,OFF
3,2,39,58,32.76,13.58,1.5,60,101.12,7.775306272,68.91754359,44,76,22,ON
88,41,30,75,32.78,12.74,1.39,63.34,101.12,7.322555223,63.85668948,34,60,16,ON
85,6,53,36,32.79,11.9,1.28,66.67,101.11,7.580527339,61.71111448,21,72,17,OFF
75,27,56,63,32.92,13.06,1.28,65.76,101.1,7.108450121,67.47677295,25,68,19,ON
38,3,30,56,33.04,14.22,1.29,64.86,101.1,7.358974541,65.24194361,41,62,15,OFF
49,3,43,37,33.02,13.7,1.3,61.7,101.1,7.405176138,74.24459122,28,65,23,ON
68,35,69,39,33.01,13.17,1.31,58.54,101.1,6.500144962,69.5274407,35,64,15,OFF
69,21,55,4,33.07,14.06,1.04,61.7,101.1,7.167435834,71.36947525,52,58,16,ON
51,43,50,69,33.13,14.94,0.76,64.86,101.09,7.261791753,68.64685069,58,75,25,ON
48,18,23,93,33.08,14.24,0.7,66.72,101.08,7.586642101,73.44678678,34,66,19,OFF
53,2,29,96,33.02,13.54,0.64,68.57,101.08,7.534811833,67.32520551,52,70,16,OFF
22,13,43,66,32.92,13.76,0.74,67.62,101.07,7.251000789,73.40452716,23,57,19,ON
15,9,69,21,32.82,13.97,0.85,66.67,101.07,6.513620918,69.46020927,42,58,25,ON
41,32,64,17,32.77,12.74,1.14,61.24,101.06,7.121254928,74.62068748,37,62,17,ON
79,31,20,28,32.72,11.52,1.42,55.81,101.06,7.574561547,71.21006868,44,75,22,OFF
33,24,58,49,32.63,11.7,1.28,66.62,101.06,7.350869792,64.32887142,21,80,20,OFF
50,31,68,78,32.54,11.87,1.14,77.42,101.06,7.513151076,63.29900785,56,76,16,ON
30,27,27,85,32.6,11.11,1,64.24,101.06,7.025607706,69.68862306,29,76,15,ON
46,40,63,62,32.65,10.35,0.86,51.06,101.05,6.804253866,63.51822045,43,61,20,ON
71,5,20,69,32.45,12.54,0.86,61.9,101.04,7.163043872,64.11411069,55,60,15,OFF
78,45,29,4,32.25,14.72,0.86,72.73,101.04,7.338929556,63.46546487,44,63,15,OFF
73,19,49,81,32.22,13.81,0.84,67.94,101.04,6.621323612,63.02169909,29,67,21,ON
14,4,50,104,32.19,12.9,0.81,63.16,101.04,6.661870999,72.50669768,47,63,16,OFF
59,20,51,30,32.17,13.03,0.7,66.88,101.04,7.733149554,70.40795007,40,68,17,ON
15,38,58,70,32.15,13.16,0.59,70.59,101.03,7.402891666,62.78730907,58,61,15,ON
81,21,60,29,32.06,11.1,0.89,61.96,101.02,6.599147298,73.37686831,41,74,18,OFF
54,42,63,42,31.97,9.05,1.19,53.33,101.02,7.04174124,62.31842057,58,79,17,ON
60,34,33,54,31.84,10.41,1.06,56.66,101.02,7.353876754,62.2737345,27,62,24,ON
42,1,29,54,31.72,11.77,0.93,60,101.01,7.026795359,64.42177127,27,60,17,OFF
49,10,35,98,31.64,11.86,1.04,57.9,101,6.814301033,68.83924882,52,65,20,OFF
55,27,24,9,31.57,11.95,1.16,55.81,101,7.42160832,71.16331975,44,55,25,ON
43,27,36,55,31.52,11.64,1.3,58.68,101,6.847382891,65.45328463,21,62,24,ON
48,16,42,57,31.47,11.32,1.43,61.54,101,7.191522601,74.22238583,60,59,22,ON
35,32,50,28,31.37,11.38,1.42,60.04,101,7.01285529,71.64631281,33,77,21,ON
76,17,35,22,31.27,11.44,1.42,58.54,101.01,7.368318809,62.83469851,59,58,17,OFF
20,37,47,9,31.06,11.32,1.26,63.55,101,7.26154329,66.47264636,29,63,17,ON
5,20,48,48,30.84,11.2,1.1,68.57,101,6.52669158,66.69096751,59,63,18,ON
48,4,60,97,30.68,11.05,1.24,65.38,101,6.872594461,74.16699119,29,70,15,OFF
53,27,23,0,30.52,10.9,1.38,62.19,101,6.874142175,64.89517488,58,73,16,ON
18,11,58,56,30.36,10.76,1.52,59,101,7.76061831,64.77651469,55,77,22,ON
71,24,25,35,30.2,10.61,1.66,55.81,101,6.781841984,68.56507978,42,79,23,OFF
7,2,62,0,29.96,10.67,2.06,55.18,101,7.326980454,61.83876146,44,77,21,OFF
89,22,34,13,29.72,10.73,2.47,54.55,101.01,7.453975408,63.37784443,38,62,25,OFF
85,11,23,52,29.55,10.91,2.62,52.28,101.02,7.604110177,43.35795377,32,76,15,OFF
71,41,68,3,29.38,11.09,2.76,50,101.02,7.728832424,46.83130119,13,61,22,OFF
85,26,30,9,29.08,11.83,2.76,51.08,101.02,7.491217102,46.80452595,38,60,20,OFF
2,37,55,98,28.78,12.57,2.77,52.17,101.02,6.633864582,46.6352865,11,74,17,OFF
29,36,52,77,28.58,11.84,2.65,51.08,101.02,7.324863481,46.13833007,37,71,16,ON
60,18,48,14,28.39,11.11,2.53,50,101.03,6.410441476,53.46622584,29,71,18,OFF
46,21,23,38,28.18,10.69,2.53,46.82,101.04,7.836719564,50.89110726,2,72,18,ON
89,10,51,77,27.96,10.27,2.53,43.64,101.04,6.139215944,50.90994463,6,59,21,OFF
76,20,49,2,27.7,9.77,2.74,39.73,101.05,6.590571088,36.46946971,13,64,20,OFF
72,36,23,59,27.45,9.28,2.95,35.82,101.06,7.286049978,35.15426171,8,58,17,ON
18,15,29,24,27.18,8.56,3.27,34.76,101.06,6.058306161,49.14337177,6,77,20,ON
29,9,47,17,26.9,7.84,3.59,33.7,101.06,6.658605362,52.55730112,2,75,22,OFF
56,20,45,62,26.62,7.12,3.91,32.64,101.05,7.299360767,42.96018627,3,69,23,ON
59,39,34,85,26.35,6.4,4.23,31.58,101.05,7.815210661,49.02366803,27,80,24,ON
45,42,65,51,26.11,6.04,4.93,30.42,101.05,5.925391795,41.78219834,39,78,15,ON
31,2,64,40,25.87,5.68,5.63,29.27,101.05,6.403683619,38.71834464,40,79,17,ON
2,2,28,51,25.84,6.68,5.87,29.82,101.06,7.397546271,49.78102578,37,62,22,ON
74,9,24,9,25.81,7.67,6.11,30.38,101.08,7.722335992,51.92057267,31,60,24,OFF
48,3,64,4,25.54,6.58,6.91,27.19,101.09,7.475926645,54.9393771,22,67,22,OFF
1,38,62,100,25.26,5.5,7.71,24,101.1,6.887130053,50.89732989,3,78,18,OFF
43,9,53,30,25.28,7.46,7.66,28.22,101.12,7.441976825,44.93261911,4,80,16,OFF
28,0,42,6,25.31,9.41,7.62,32.43,101.13,7.629910253,49.39111479,13,61,24,OFF
30,14,65,24,25.26,7.4,7.82,24.32,101.14,7.336117221,44.43177543,12,66,20,ON
20,7,37,104,25.22,5.39,8.02,16.22,101.14,6.75020529,48.77790371,4,61,21,OFF
14,40,69,36,25.12,5.28,8.57,13.88,101.15,7.52178027,40.37113729,9,60,21,ON
86,22,56,38,25.02,5.16,9.13,11.54,101.16,6.347379185,47.89645224,18,66,22,OFF
47,40,69,9,24.96,5.33,9.58,17.09,101.16,7.135251532,46.05333124,32,56,18,ON
28,44,45,50,24.91,5.5,10.03,22.64,101.17,7.670178119,54.49044154,6,72,15,ON
27,27,57,5,24.74,4.6,10.19,15.8,101.19,7.399749291,49.04015558,15,77,20,ON
84,44,32,41,24.57,3.69,10.35,8.96,101.21,7.841496029,53.14531023,0,65,24,ON
32,37,46,51,24.39,3.95,10.43,9.84,101.22,6.254216611,48.60449438,30,79,22,ON
56,27,59,65,24.21,4.21,10.51,10.71,101.22,6.868881708,53.13946695,3,63,16,ON
53,4,32,29,24.11,4.08,10.78,11.32,101.24,7.320514721,45.42616802,2,78,23,ON
79,23,67,88,24.01,3.94,11.06,11.94,101.25,6.296976913,44.07819743,10,78,18,ON
37,45,63,20,23.95,4.01,11.08,11.12,101.26,7.241151936,49.37369982,14,67,25,ON
23,29,23,6,23.89,4.09,11.1,10.3,101.28,7.685959305,41.02682925,39,65,23,ON
25,4,23,10,23.67,3.95,11.68,11.3,101.28,6.890760124,44.08562546,19,72,15,ON
43,39,46,92,23.45,3.81,12.27,12.31,101.27,6.155915975,49.47371773,18,57,21,OFF
43,33,51,69,23.3,3.96,12.64,15.46,101.27,6.167855382,45.36521251,31,58,15,ON
44,10,69,77,23.15,4.12,13.01,18.6,101.27,6.861640036,37.81123974,28,58,25,ON
69,37,47,5,22.8,3.54,14.4,13.99,101.28,6.978361689,48.80253285,5,65,19,ON
30,15,43,50,22.46,2.95,15.8,9.38,101.29,7.043160241,42.72374404,16,65,19,ON
71,21,36,76,21.69,2.89,18.59,7.68,101.3,5.94239222,45.40277297,34,65,19,ON
59,15,43,89,20.92,2.83,21.38,5.97,101.31,7.239455147,52.39881209,14,69,19,ON
54,28,50,65,20.46,2.71,23.44,5.66,101.31,6.516317561,49.73922097,22,55,16,ON
